type,oc_dt,oc_p1
機車竊盜,1090307,高雄市
機車竊盜,1090307,彰化縣芬園鄉
機車竊盜,1090308,新北市中和區
機車竊盜,1090308,桃園市龜山區
機車竊盜,1090308,桃園市
機車竊盜,1090308,新北市
機車竊盜,1090308,桃園市
機車竊盜,1090308,桃園市
機車竊盜,1090308,新北市
機車竊盜,1090308,桃園市
機車竊盜,1090308,雲林縣水林鄉
機車竊盜,1090308,台中市
機車竊盜,1090309,新北市
機車竊盜,1090309,新竹市
機車竊盜,1090309,桃園市新屋區
機車竊盜,1090309,新北市淡水區
機車竊盜,1090309,新北市
機車竊盜,1090309,台中市東區
機車竊盜,1090309,高雄市
機車竊盜,1090309,桃園市
機車竊盜,1090310,彰化縣田尾鄉
機車竊盜,1090310,高雄市三民區
機車竊盜,1090310,雲林縣
機車竊盜,1090310,新竹縣寶山鄉
機車竊盜,1090310,台北市大同區
機車竊盜,1090310,台南市北區
機車竊盜,1090310,桃園市龜山區
機車竊盜,1090310,嘉義市
機車竊盜,1090310,彰化縣
機車竊盜,1090310,新北市
機車竊盜,1090310,桃園市八德區
機車竊盜,1090310,彰化縣大村鄉
機車竊盜,1090310,新北市
機車竊盜,1090310,台南市
機車竊盜,1090310,基隆市中正區
機車竊盜,1090310,雲林縣
機車竊盜,1090311,高雄市
機車竊盜,1090311,新北市樹林區
機車竊盜,1090311,高雄市岡山區
機車竊盜,1090311,高雄市小港區
機車竊盜,1090311,屏東縣
機車竊盜,1090311,台中市后里區
機車竊盜,1090311,桃園市
機車竊盜,1090311,台中市
機車竊盜,1090311,彰化縣
機車竊盜,1090311,高雄市小港區
機車竊盜,1090311,高雄市
機車竊盜,1090311,新北市蘆洲區
機車竊盜,1090312,台南市仁德區
機車竊盜,1090312,台南市南化區
機車竊盜,1090312,桃園市
機車竊盜,1090312,台南市
機車竊盜,1090312,桃園市大園區
機車竊盜,1090312,高雄市
機車竊盜,1090312,屏東縣
機車竊盜,1090312,新北市新莊區
機車竊盜,1090312,台中市東區
機車竊盜,1090312,苗栗縣
機車竊盜,1090312,新北市
機車竊盜,1090312,台中市
機車竊盜,1090313,台中市東區
機車竊盜,1090313,台中市
機車竊盜,1090313,台北市士林區
機車竊盜,1090313,台北市
機車竊盜,1090313,台南市北區
機車竊盜,1090313,新北市
機車竊盜,1090313,台南市中西區
機車竊盜,1090313,新北市土城區
機車竊盜,1090313,桃園市桃園區
機車竊盜,1090313,台南市
機車竊盜,1090313,台北市
機車竊盜,1090313,新竹市
機車竊盜,1090313,南投縣埔里鎮
機車竊盜,1090314,桃園市
機車竊盜,1090314,台北市
機車竊盜,1090314,桃園市
機車竊盜,1090314,台中市北屯區
機車竊盜,1090314,台北市文山區
機車竊盜,1090314,台中市太平區
機車竊盜,1090314,新北市板橋區
機車竊盜,1090314,桃園市
機車竊盜,1090314,台南市東區
機車竊盜,1090314,新北市汐止區
機車竊盜,1090314,高雄市
機車竊盜,1090315,新北市
機車竊盜,1090315,南投縣
機車竊盜,1090315,高雄市
機車竊盜,1090315,新北市
機車竊盜,1090315,新北市
機車竊盜,1090315,桃園市
機車竊盜,1090315,高雄市
機車竊盜,1090315,新北市
機車竊盜,1090315,基隆市暖暖區
機車竊盜,1090315,新竹縣
機車竊盜,1090315,高雄市
機車竊盜,1090315,新北市
機車竊盜,1090315,新北市
機車竊盜,1090315,台南市
機車竊盜,1090315,新北市
機車竊盜,1090315,高雄市左營區
機車竊盜,1090315,桃園市平鎮區
機車竊盜,1090315,嘉義市
機車竊盜,1090316,桃園市
機車竊盜,1090316,彰化縣彰化市
機車竊盜,1090316,新北市
機車竊盜,1090316,台中市西區
機車竊盜,1090316,台中市烏日區
機車竊盜,1090316,新北市
機車竊盜,1090316,新北市
機車竊盜,1090316,雲林縣西螺鎮
機車竊盜,1090316,高雄市大寮區
機車竊盜,1090316,花蓮縣
機車竊盜,1090316,苗栗縣
機車竊盜,1090316,台中市大里區
機車竊盜,1090316,嘉義市
機車竊盜,1090317,桃園市
機車竊盜,1090317,台中市
機車竊盜,1090317,花蓮縣
機車竊盜,1090317,桃園市中壢區
機車竊盜,1090317,台中市
機車竊盜,1090317,桃園市
機車竊盜,1090317,高雄市
機車竊盜,1090317,桃園市
機車竊盜,1090317,新北市
機車竊盜,1090318,高雄市苓雅區
機車竊盜,1090318,桃園市大園區
機車竊盜,1090318,台中市北區
機車竊盜,1090318,新北市三重區
機車竊盜,1090318,彰化縣
機車竊盜,1090318,新北市
機車竊盜,1090318,桃園市
機車竊盜,1090318,台南市
機車竊盜,1090318,新竹市
機車竊盜,1090318,台北市
機車竊盜,1090318,彰化縣大村鄉
機車竊盜,1090318,高雄市
機車竊盜,1090318,嘉義縣太保市
機車竊盜,1090318,桃園市
機車竊盜,1090318,桃園市
機車竊盜,1090318,桃園市
機車竊盜,1090318,苗栗縣
機車竊盜,1090319,台中市大雅區
機車竊盜,1090319,桃園市楊梅區
機車竊盜,1090319,台中市
機車竊盜,1090319,桃園市
機車竊盜,1090319,宜蘭縣
機車竊盜,1090319,桃園市
機車竊盜,1090319,基隆市仁愛區
機車竊盜,1090319,新竹市
機車竊盜,1090319,台南市
機車竊盜,1090319,新北市中和區
機車竊盜,1090319,台南市
機車竊盜,1090319,新竹市
機車竊盜,1090319,宜蘭縣羅東鎮
機車竊盜,1090319,桃園市龜山區
機車竊盜,1090319,台南市安定區
機車竊盜,1090319,桃園市
機車竊盜,1090319,桃園市
機車竊盜,1090319,桃園市
機車竊盜,1090319,新北市三重區
機車竊盜,1090319,高雄市
機車竊盜,1090319,雲林縣
機車竊盜,1090319,新北市中和區
機車竊盜,1090320,台中市
機車竊盜,1090320,台北市萬華區
機車竊盜,1090320,南投縣
機車竊盜,1090320,高雄市
機車竊盜,1090320,苗栗縣苗栗市
機車竊盜,1090320,台中市西區
機車竊盜,1090320,高雄市
機車竊盜,1090320,雲林縣
機車竊盜,1090320,南投縣
機車竊盜,1090320,台中市后里區
機車竊盜,1090320,高雄市
機車竊盜,1090320,高雄市
機車竊盜,1090320,新北市板橋區
機車竊盜,1090320,新竹縣
機車竊盜,1090320,雲林縣
機車竊盜,1090320,桃園市
機車竊盜,1090321,雲林縣
機車竊盜,1090321,雲林縣虎尾鎮
機車竊盜,1090321,新北市中和區
機車竊盜,1090321,桃園市桃園區
機車竊盜,1090321,新北市
機車竊盜,1090321,台南市
機車竊盜,1090321,台中市南區
機車竊盜,1090322,宜蘭縣
機車竊盜,1090322,新北市淡水區
機車竊盜,1090322,台南市東區
機車竊盜,1090322,台中市中區
機車竊盜,1090322,台北市
機車竊盜,1090322,桃園市平鎮區
機車竊盜,1090322,苗栗縣
機車竊盜,1090322,桃園市
機車竊盜,1090322,新北市
機車竊盜,1090322,高雄市
機車竊盜,1090322,新北市樹林區
機車竊盜,1090322,苗栗縣苗栗市
機車竊盜,1090322,新北市泰山區
機車竊盜,1090322,宜蘭縣宜蘭市
機車竊盜,1090322,台中市北區
機車竊盜,1090322,台北市中山區
機車竊盜,1090322,台南市
機車竊盜,1090322,高雄市
機車竊盜,1090322,桃園市
機車竊盜,1090323,高雄市
機車竊盜,1090323,南投縣
機車竊盜,1090323,台南市
機車竊盜,1090323,高雄市
機車竊盜,1090323,新北市汐止區
機車竊盜,1090323,台中市
機車竊盜,1090323,新竹市東區
機車竊盜,1090323,新北市蘆洲區
機車竊盜,1090323,高雄市
機車竊盜,1090323,新北市
機車竊盜,1090323,彰化縣埔鹽鄉
機車竊盜,1090323,苗栗縣
機車竊盜,1090323,桃園市桃園區
機車竊盜,1090323,新北市三重區
機車竊盜,1090323,苗栗縣
機車竊盜,1090323,新北市中和區
機車竊盜,1090323,新北市中和區
機車竊盜,1090323,彰化縣花壇鄉
機車竊盜,1090323,高雄市
機車竊盜,1090324,高雄市
機車竊盜,1090324,新北市汐止區
機車竊盜,1090324,雲林縣
機車竊盜,1090324,宜蘭縣羅東鎮
機車竊盜,1090324,宜蘭縣五結鄉
機車竊盜,1090324,新北市
機車竊盜,1090324,宜蘭縣五結鄉
機車竊盜,1090324,新北市三重區
機車竊盜,1090324,台南市
機車竊盜,1090324,桃園市
機車竊盜,1090324,雲林縣
機車竊盜,1090325,桃園市
機車竊盜,1090325,台北市
機車竊盜,1090325,高雄市
機車竊盜,1090325,桃園市中壢區
機車竊盜,1090325,彰化縣田中鎮
機車竊盜,1090325,台南市
機車竊盜,1090325,桃園市桃園區
機車竊盜,1090325,高雄市
機車竊盜,1090325,基隆市
機車竊盜,1090325,桃園市
機車竊盜,1090325,嘉義市西區
機車竊盜,1090325,新北市
機車竊盜,1090326,桃園市
機車竊盜,1090326,高雄市三民區
機車竊盜,1090326,高雄市
機車竊盜,1090326,新北市汐止區
機車竊盜,1090326,彰化縣彰化市
機車竊盜,1090326,新竹市
機車竊盜,1090326,新竹市
機車竊盜,1090326,桃園市
機車竊盜,1090326,彰化縣員林市
機車竊盜,1090326,桃園市桃園區
機車竊盜,1090326,宜蘭縣羅東鎮
機車竊盜,1090326,新北市
機車竊盜,1090326,新北市三峽區
機車竊盜,1090326,新北市
機車竊盜,1090326,新北市
機車竊盜,1090326,桃園市中壢區
機車竊盜,1090327,台北市大同區
機車竊盜,1090327,高雄市
機車竊盜,1090327,新北市新莊區
機車竊盜,1090327,新竹縣湖口鄉
機車竊盜,1090327,新北市
機車竊盜,1090327,新竹縣
機車竊盜,1090327,新北市
機車竊盜,1090327,宜蘭縣
機車竊盜,1090327,宜蘭縣
機車竊盜,1090327,桃園市中壢區
機車竊盜,1090327,台中市東區
機車竊盜,1090328,台中市
機車竊盜,1090328,桃園市桃園區
機車竊盜,1090328,新北市鶯歌區
機車竊盜,1090328,台南市東區
機車竊盜,1090328,新北市蘆洲區
機車竊盜,1090328,新竹縣
機車竊盜,1090328,桃園市桃園區
機車竊盜,1090328,台中市太平區
機車竊盜,1090328,雲林縣
機車竊盜,1090328,屏東縣
機車竊盜,1090329,南投縣
機車竊盜,1090329,新竹縣新豐鄉
機車竊盜,1090329,新竹市
機車竊盜,1090329,高雄市
機車竊盜,1090329,桃園市
機車竊盜,1090329,台南市東區
機車竊盜,1090329,台南市
機車竊盜,1090329,桃園市
機車竊盜,1090329,新竹縣湖口鄉
機車竊盜,1090329,南投縣信義鄉
機車竊盜,1090329,新北市五股區
機車竊盜,1090329,台南市
機車竊盜,1090329,台東縣
機車竊盜,1090329,桃園市
機車竊盜,1090330,桃園市
機車竊盜,1090330,南投縣草屯鎮
機車竊盜,1090330,新北市樹林區
機車竊盜,1090330,新北市三峽區
機車竊盜,1090330,新竹市
機車竊盜,1090330,新北市板橋區
機車竊盜,1090330,高雄市
機車竊盜,1090330,彰化縣
機車竊盜,1090331,桃園市
機車竊盜,1090331,台南市
機車竊盜,1090331,台南市
機車竊盜,1090331,高雄市旗津區
機車竊盜,1090331,桃園市
機車竊盜,1090331,宜蘭縣
機車竊盜,1090331,新竹縣
機車竊盜,1090331,新北市
機車竊盜,1090331,新竹市
毒品,1090101,桃園市大園區
毒品,1090101,台北市士林區
毒品,1090101,新北市三峽區
毒品,1090101,新北市中和區
毒品,1090101,台南市東區
毒品,1090101,高雄市大寮區
毒品,1090101,桃園市中壢區
毒品,1090101,屏東縣潮州鎮
毒品,1090101,高雄市小港區
毒品,1090101,高雄市新興區
毒品,1090101,桃園市中壢區
毒品,1090101,台中市西屯區
毒品,1090101,基隆市暖暖區
毒品,1090101,台北市中山區
毒品,1090101,台北市中山區
毒品,1090101,新北市三重區
毒品,1090101,台北市中山區
毒品,1090101,桃園市中壢區
毒品,1090101,桃園市楊梅區
毒品,1090101,桃園市中壢區
毒品,1090101,高雄市小港區
毒品,1090101,新北市三重區
毒品,1090101,桃園市新屋區
毒品,1090101,台中市大雅區
毒品,1090101,台北市信義區
毒品,1090101,台南市永康區
毒品,1090101,台中市北屯區
毒品,1090101,台中市西區
毒品,1090101,台南市安南區
毒品,1090101,嘉義市東區
毒品,1090101,桃園市平鎮區
毒品,1090101,桃園市中壢區
毒品,1090101,台中市烏日區
毒品,1090101,苗栗縣竹南鎮
毒品,1090101,基隆市七堵區
毒品,1090101,基隆市七堵區
毒品,1090101,基隆市七堵區
毒品,1090101,新北市中和區
毒品,1090101,新北市五股區
毒品,1090101,苗栗縣通霄鎮
毒品,1090101,台中市西屯區
毒品,1090101,桃園市中壢區
毒品,1090101,高雄市大社區
毒品,1090101,台中市中區
毒品,1090101,新竹縣關西鎮
毒品,1090101,桃園市大園區
毒品,1090101,新北市三峽區
毒品,1090101,彰化縣員林市
毒品,1090101,台中市中區
毒品,1090101,基隆市暖暖區
毒品,1090101,新竹縣新埔鎮
毒品,1090101,新竹市北區
毒品,1090101,新北市三重區
毒品,1090101,新北市中和區
毒品,1090101,屏東縣屏東市
毒品,1090101,新北市泰山區
毒品,1090101,彰化縣彰化市
毒品,1090101,新北市樹林區
毒品,1090101,嘉義縣大林鎮
毒品,1090101,新北市板橋區
毒品,1090101,桃園市桃園區
毒品,1090101,台北市大安區
毒品,1090101,桃園市八德區
毒品,1090101,桃園市蘆竹區
毒品,1090101,桃園市蘆竹區
毒品,1090101,桃園市蘆竹區
毒品,1090101,桃園市蘆竹區
毒品,1090101,高雄市三民區
毒品,1090101,苗栗縣公館鄉
毒品,1090101,新竹市東區
毒品,1090101,南投縣仁愛鄉
毒品,1090101,台中市沙鹿區
毒品,1090101,嘉義縣民雄鄉
毒品,1090101,台北市士林區
毒品,1090101,新北市新莊區
毒品,1090101,高雄市楠梓區
毒品,1090101,桃園市中壢區
毒品,1090101,新北市三重區
毒品,1090101,桃園市楊梅區
毒品,1090101,台中市南屯區
毒品,1090101,台北市萬華區
毒品,1090101,台中市龍井區
毒品,1090102,新竹縣關西鎮
毒品,1090102,高雄市鳳山區
毒品,1090102,台北市松山區
毒品,1090102,高雄市大寮區
毒品,1090102,宜蘭縣冬山鄉
毒品,1090102,台中市西屯區
毒品,1090102,桃園市中壢區
毒品,1090102,高雄市大樹區
毒品,1090102,花蓮縣花蓮市
毒品,1090102,新竹縣竹東鎮
毒品,1090102,花蓮縣吉安鄉
毒品,1090102,新北市三重區
毒品,1090102,台北市北投區
毒品,1090102,桃園市平鎮區
毒品,1090102,桃園市中壢區
毒品,1090102,新北市三重區
毒品,1090102,彰化縣埔鹽鄉
毒品,1090102,台中市北屯區
毒品,1090102,屏東縣佳冬鄉
毒品,1090102,基隆市信義區
毒品,1090102,雲林縣斗六市
毒品,1090102,台北市松山區
毒品,1090102,新竹市香山區
毒品,1090102,新竹市香山區
毒品,1090102,台中市西區
毒品,1090102,桃園市龍潭區
毒品,1090102,台北市中山區
毒品,1090102,台北市中山區
毒品,1090102,桃園市楊梅區
毒品,1090102,花蓮縣吉安鄉
毒品,1090102,高雄市前鎮區
毒品,1090102,台北市中山區
毒品,1090102,彰化縣員林市
毒品,1090102,桃園市中壢區
毒品,1090102,新北市板橋區
毒品,1090102,台北市士林區
毒品,1090102,新北市新莊區
毒品,1090102,高雄市路竹區
毒品,1090102,台中市大里區
毒品,1090102,新北市板橋區
毒品,1090102,苗栗縣大湖鄉
毒品,1090102,新北市五股區
毒品,1090102,台南市安平區
毒品,1090102,金門縣金湖鎮
毒品,1090102,彰化縣伸港鄉
毒品,1090102,新北市汐止區
毒品,1090102,高雄市小港區
毒品,1090102,台中市和平區
毒品,1090102,苗栗縣泰安鄉
毒品,1090102,台中市太平區
毒品,1090102,高雄市鳳山區
毒品,1090102,花蓮縣秀林鄉
毒品,1090102,台北市萬華區
毒品,1090102,台中市北屯區
毒品,1090102,苗栗縣苗栗市
毒品,1090102,桃園市平鎮區
毒品,1090102,新北市三重區
毒品,1090102,台北市文山區
毒品,1090102,新北市三重區
毒品,1090102,新北市中和區
毒品,1090102,新北市三重區
毒品,1090102,新北市三重區
毒品,1090102,新竹縣竹北市
毒品,1090102,基隆市中山區
毒品,1090102,雲林縣斗六市
毒品,1090102,高雄市路竹區
毒品,1090102,嘉義縣大林鎮
毒品,1090102,台北市中山區
毒品,1090102,台中市梧棲區
毒品,1090102,高雄市路竹區
毒品,1090102,花蓮縣吉安鄉
毒品,1090102,高雄市前鎮區
毒品,1090102,桃園市桃園區
毒品,1090102,台北市大同區
毒品,1090102,桃園市桃園區
毒品,1090102,桃園市桃園區
毒品,1090102,台南市北區
毒品,1090102,宜蘭縣三星鄉
毒品,1090102,新北市林口區
毒品,1090102,花蓮縣吉安鄉
毒品,1090102,新北市新店區
毒品,1090102,桃園市中壢區
毒品,1090102,高雄市路竹區
毒品,1090102,台北市大安區
毒品,1090102,台北市大安區
毒品,1090102,桃園市中壢區
毒品,1090102,嘉義縣水上鄉
毒品,1090102,台中市西區
毒品,1090102,桃園市桃園區
毒品,1090102,桃園市大溪區
毒品,1090102,台北市萬華區
毒品,1090102,新北市中和區
毒品,1090102,彰化縣伸港鄉
毒品,1090102,台北市萬華區
毒品,1090102,新北市汐止區
毒品,1090102,屏東縣南州鄉
毒品,1090102,台北市萬華區
毒品,1090102,雲林縣西螺鎮
毒品,1090103,新北市中和區
毒品,1090103,桃園市大溪區
毒品,1090103,新北市深坑區
毒品,1090103,新北市三重區
毒品,1090103,台中市西屯區
毒品,1090103,桃園市中壢區
毒品,1090103,桃園市中壢區
毒品,1090103,台中市西屯區
毒品,1090103,高雄市林園區
毒品,1090103,高雄市三民區
毒品,1090103,嘉義市東區
毒品,1090103,嘉義市東區
毒品,1090103,高雄市大樹區
毒品,1090103,桃園市蘆竹區
毒品,1090103,苗栗縣苗栗市
毒品,1090103,高雄市鳳山區
毒品,1090103,新北市深坑區
毒品,1090103,台北市北投區
毒品,1090103,屏東縣新園鄉
毒品,1090103,台中市龍井區
毒品,1090103,新北市蘆洲區
毒品,1090103,台北市士林區
毒品,1090103,新北市三重區
毒品,1090103,台中市太平區
毒品,1090103,桃園市龜山區
毒品,1090103,新北市三重區
毒品,1090103,桃園市中壢區
毒品,1090103,高雄市苓雅區
毒品,1090103,高雄市鳥松區
毒品,1090103,桃園市中壢區
毒品,1090103,南投縣竹山鎮
毒品,1090103,台北市松山區
毒品,1090103,基隆市信義區
毒品,1090103,高雄市三民區
毒品,1090103,台北市中山區
毒品,1090103,宜蘭縣員山鄉
毒品,1090103,桃園市平鎮區
毒品,1090103,高雄市前鎮區
毒品,1090103,桃園市桃園區
毒品,1090103,台東縣台東市
毒品,1090103,台東縣台東市
毒品,1090103,台南市安南區
毒品,1090103,台東縣成功鎮
毒品,1090103,新北市新莊區
毒品,1090103,宜蘭縣蘇澳鎮
毒品,1090103,嘉義縣太保市
毒品,1090103,桃園市八德區
毒品,1090103,新竹縣關西鎮
毒品,1090103,新北市板橋區
毒品,1090103,台南市永康區
毒品,1090103,台北市中山區
毒品,1090103,台北市士林區
毒品,1090103,桃園市桃園區
毒品,1090103,高雄市路竹區
毒品,1090103,桃園市中壢區
毒品,1090103,桃園市中壢區
毒品,1090103,南投縣竹山鎮
毒品,1090103,桃園市楊梅區
毒品,1090103,新北市三重區
毒品,1090103,新北市淡水區
毒品,1090103,新北市淡水區
毒品,1090103,雲林縣斗六市
毒品,1090103,新北市三重區
毒品,1090103,宜蘭縣蘇澳鎮
毒品,1090103,新竹市北區
毒品,1090103,新北市汐止區
毒品,1090103,新北市瑞芳區
毒品,1090103,桃園市平鎮區
毒品,1090103,屏東縣內埔鄉
毒品,1090103,屏東縣屏東市
毒品,1090103,台南市仁德區
毒品,1090103,金門縣金沙鎮
毒品,1090103,彰化縣田尾鄉
毒品,1090103,新北市三峽區
毒品,1090103,新北市淡水區
毒品,1090103,新竹縣竹北市
毒品,1090103,雲林縣虎尾鎮
毒品,1090103,花蓮縣吉安鄉
毒品,1090103,新北市八里區
毒品,1090103,屏東縣新園鄉
毒品,1090103,新北市板橋區
毒品,1090103,花蓮縣壽豐鄉
毒品,1090103,花蓮縣壽豐鄉
毒品,1090103,新北市板橋區
毒品,1090103,桃園市中壢區
毒品,1090103,台北市中正區
毒品,1090103,新北市蘆洲區
毒品,1090103,新北市樹林區
毒品,1090103,新北市樹林區
毒品,1090103,南投縣南投市
毒品,1090103,新北市樹林區
毒品,1090103,新北市三重區
毒品,1090103,高雄市橋頭區
毒品,1090103,台北市大同區
毒品,1090103,新北市板橋區
毒品,1090103,桃園市桃園區
毒品,1090103,新竹縣新埔鎮
毒品,1090103,屏東縣萬丹鄉
毒品,1090103,花蓮縣吉安鄉
毒品,1090103,桃園市大溪區
毒品,1090103,新北市板橋區
毒品,1090103,桃園市中壢區
毒品,1090103,桃園市中壢區
毒品,1090103,雲林縣斗六市
毒品,1090103,雲林縣斗六市
毒品,1090103,桃園市八德區
毒品,1090103,台北市萬華區
毒品,1090103,台北市萬華區
毒品,1090103,桃園市八德區
毒品,1090103,嘉義縣水上鄉
毒品,1090103,桃園市桃園區
毒品,1090104,新北市三重區
毒品,1090104,台北市大同區
毒品,1090104,雲林縣古坑鄉
毒品,1090104,台北市松山區
毒品,1090104,台北市中山區
毒品,1090104,新竹縣關西鎮
毒品,1090104,新北市五股區
毒品,1090104,桃園市龍潭區
毒品,1090104,桃園市龍潭區
毒品,1090104,桃園市八德區
毒品,1090104,台中市大里區
毒品,1090104,花蓮縣新城鄉
毒品,1090104,高雄市橋頭區
毒品,1090104,新北市樹林區
毒品,1090104,台東縣台東市
毒品,1090104,彰化縣和美鎮
毒品,1090104,屏東縣萬丹鄉
毒品,1090104,高雄市楠梓區
毒品,1090104,台中市太平區
毒品,1090104,新北市新店區
毒品,1090104,屏東縣萬丹鄉
毒品,1090104,台北市大同區
毒品,1090104,桃園市龜山區
毒品,1090104,台中市烏日區
毒品,1090104,嘉義縣東石鄉
毒品,1090104,屏東縣屏東市
毒品,1090104,高雄市小港區
毒品,1090104,台北市萬華區
毒品,1090104,花蓮縣富里鄉
毒品,1090104,宜蘭縣員山鄉
毒品,1090104,高雄市楠梓區
毒品,1090104,花蓮縣瑞穗鄉
毒品,1090104,花蓮縣吉安鄉
毒品,1090104,新北市板橋區
毒品,1090104,花蓮縣秀林鄉
毒品,1090104,宜蘭縣三星鄉
毒品,1090104,新北市鶯歌區
毒品,1090104,新北市淡水區
毒品,1090104,台北市文山區
毒品,1090104,台北市大安區
毒品,1090104,桃園市桃園區
毒品,1090104,桃園市龜山區
毒品,1090104,新北市淡水區
毒品,1090104,苗栗縣頭份市
毒品,1090104,花蓮縣壽豐鄉
毒品,1090104,基隆市信義區
毒品,1090104,台北市士林區
毒品,1090104,台北市信義區
毒品,1090104,台北市信義區
毒品,1090104,桃園市八德區
毒品,1090104,桃園市桃園區
毒品,1090104,新北市蘆洲區
毒品,1090104,新北市五股區
毒品,1090104,台中市北區
毒品,1090104,新北市土城區
毒品,1090104,新北市三重區
毒品,1090104,高雄市前金區
毒品,1090104,台北市內湖區
毒品,1090104,台北市內湖區
毒品,1090104,新北市中和區
毒品,1090104,新北市三重區
毒品,1090104,宜蘭縣五結鄉
毒品,1090104,桃園市觀音區
毒品,1090104,桃園市龜山區
毒品,1090104,桃園市龜山區
毒品,1090104,高雄市鳳山區
毒品,1090104,基隆市暖暖區
毒品,1090104,雲林縣台西鄉
毒品,1090104,基隆市中正區
毒品,1090104,雲林縣東勢鄉
毒品,1090104,雲林縣台西鄉
毒品,1090104,桃園市龍潭區
毒品,1090104,彰化縣埔心鄉
毒品,1090104,新竹縣湖口鄉
毒品,1090105,宜蘭縣羅東鎮
毒品,1090105,台北市北投區
毒品,1090105,基隆市七堵區
毒品,1090105,彰化縣彰化市
毒品,1090105,桃園市八德區
毒品,1090105,桃園市龜山區
毒品,1090105,彰化縣秀水鄉
毒品,1090105,台中市梧棲區
毒品,1090105,新北市板橋區
毒品,1090105,彰化縣芬園鄉
毒品,1090105,嘉義市西區
毒品,1090105,高雄市小港區
毒品,1090105,新北市板橋區
毒品,1090105,新北市三重區
毒品,1090105,彰化縣伸港鄉
毒品,1090105,新北市三峽區
毒品,1090105,新北市三重區
毒品,1090105,桃園市楊梅區
毒品,1090105,桃園市平鎮區
毒品,1090105,新北市三重區
毒品,1090105,新北市新莊區
毒品,1090105,彰化縣埔鹽鄉
毒品,1090105,彰化縣埔鹽鄉
毒品,1090105,高雄市大樹區
毒品,1090105,台南市中西區
毒品,1090105,高雄市大寮區
毒品,1090105,台南市安南區
毒品,1090105,新北市瑞芳區
毒品,1090105,桃園市龜山區
毒品,1090105,花蓮縣富里鄉
毒品,1090105,高雄市林園區
毒品,1090105,宜蘭縣羅東鎮
毒品,1090105,高雄市大樹區
毒品,1090105,基隆市七堵區
毒品,1090105,台北市文山區
毒品,1090105,高雄市苓雅區
毒品,1090105,高雄市鳳山區
毒品,1090105,台北市中正區
毒品,1090105,高雄市橋頭區
毒品,1090105,台南市東區
毒品,1090105,桃園市八德區
毒品,1090105,桃園市八德區
毒品,1090105,新北市三峽區
毒品,1090105,桃園市八德區
毒品,1090105,新北市三重區
毒品,1090105,新北市三重區
毒品,1090105,台中市中區
毒品,1090105,桃園市桃園區
毒品,1090105,桃園市桃園區
毒品,1090105,台中市西屯區
毒品,1090105,桃園市桃園區
毒品,1090105,桃園市觀音區
毒品,1090105,台北市中山區
毒品,1090105,台中市大肚區
毒品,1090105,新北市三重區
毒品,1090105,台北市文山區
毒品,1090105,台中市西屯區
毒品,1090105,新竹縣竹東鎮
毒品,1090105,高雄市苓雅區
毒品,1090105,新北市樹林區
毒品,1090105,台北市萬華區
毒品,1090105,台北市萬華區
毒品,1090105,新北市土城區
毒品,1090105,高雄市三民區
毒品,1090105,桃園市中壢區
毒品,1090105,桃園市中壢區
毒品,1090105,苗栗縣苑裡鎮
毒品,1090105,彰化縣二林鎮
毒品,1090105,桃園市楊梅區
毒品,1090105,台北市大安區
毒品,1090105,宜蘭縣冬山鄉
毒品,1090106,新北市永和區
毒品,1090106,桃園市龜山區
毒品,1090106,彰化縣二水鄉
毒品,1090106,花蓮縣光復鄉
毒品,1090106,新北市中和區
毒品,1090106,台中市西屯區
毒品,1090106,高雄市前鎮區
毒品,1090106,新北市三峽區
毒品,1090106,台中市豐原區
毒品,1090106,苗栗縣後龍鎮
毒品,1090106,台北市松山區
毒品,1090106,宜蘭縣壯圍鄉
毒品,1090106,新北市深坑區
毒品,1090106,桃園市大園區
毒品,1090106,新北市板橋區
毒品,1090106,台北市松山區
毒品,1090106,台南市新市區
毒品,1090106,桃園市大溪區
毒品,1090106,桃園市大園區
毒品,1090106,新北市三重區
毒品,1090106,新北市三重區
毒品,1090106,新北市三重區
毒品,1090106,桃園市中壢區
毒品,1090106,台北市萬華區
毒品,1090106,桃園市中壢區
毒品,1090106,台北市萬華區
毒品,1090106,屏東縣枋寮鄉
毒品,1090106,台南市佳里區
毒品,1090106,高雄市鳳山區
毒品,1090106,新北市板橋區
毒品,1090106,新北市新店區
毒品,1090106,苗栗縣後龍鎮
毒品,1090106,新北市三重區
毒品,1090106,嘉義縣中埔鄉
毒品,1090106,屏東縣屏東市
毒品,1090106,台中市中區
毒品,1090106,新北市板橋區
毒品,1090106,桃園市中壢區
毒品,1090106,屏東縣潮州鎮
毒品,1090106,桃園市平鎮區
毒品,1090106,宜蘭縣礁溪鄉
毒品,1090106,桃園市復興區
毒品,1090106,台南市中西區
毒品,1090106,新北市中和區
毒品,1090106,桃園市蘆竹區
毒品,1090106,桃園市桃園區
毒品,1090106,台北市萬華區
毒品,1090106,宜蘭縣三星鄉
毒品,1090106,桃園市中壢區
毒品,1090106,桃園市桃園區
毒品,1090106,桃園市蘆竹區
毒品,1090106,新北市三峽區
毒品,1090106,新北市三重區
毒品,1090106,桃園市大園區
毒品,1090106,彰化縣員林市
毒品,1090106,花蓮縣吉安鄉
毒品,1090106,嘉義市西區
毒品,1090106,高雄市三民區
毒品,1090106,台北市萬華區
毒品,1090106,宜蘭縣三星鄉
